College,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Apps_transformed,Accept_transformed,Enroll_transformed,Top10perc_transformed,F.Undergrad_transformed,P.Undergrad_transformed,Outstate_transformed,Books_transformed,Personal_transformed,PhD_transformed,Terminal_transformed,S.F.Ratio_transformed,perc.alumni_transformed,Expend_transformed,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Encoded,Apps_transformed_scaled,Accept_transformed_scaled,Enroll_transformed_scaled,Top10perc_transformed_scaled,F.Undergrad_transformed_scaled,P.Undergrad_transformed_scaled,Outstate_transformed_scaled,Books_transformed_scaled,Personal_transformed_scaled,PhD_transformed_scaled,Terminal_transformed_scaled,S.F.Ratio_transformed_scaled,perc.alumni_transformed_scaled,Expend_transformed_scaled,Accept_Rate_scaled,Outstate_Tier_Encoded_scaled,Private_Encoded_scaled
Francis Marion University,No,1801,1655,819,13,38,3224,436,5840,3138,400,2430,76.0,76,19.1,8,5039,43,5.759788860787952,5.775130787128329,4.152266554493002,3.4609232634102094,3.7798353494343715,7.98361496338935,54.17536194774565,8.96107520321098,10.513834254255057,3210.7343245943,36780.940288277394,7.916566217876475,3.8339176338051995,1.8251700549561158,5.759788860787952,5.775130787128329,4.152266554493002,3.4609232634102094,3.7798353494343715,7.98361496338935,54.17536194774565,8.96107520321098,10.513834254255057,3210.7343245943,36780.940288277394,7.916566217876475,3.8339176338051995,1.8251700549561158,0.9189339255968906,Low,0,0,0.1039986227910783,0.3372857090305507,0.6201463441667842,-0.8748385657786061,0.5361046813018957,0.1699389004275611,-1.224553432560759,-1.0388011424180428,1.4867841836167806,0.11468424657347391,-0.42352364534226566,1.2448403880402457,-1.310419180097965,-1.5505099854705209,1.1700368797121874,-1.0987972149572356,-1.6325116659989423
Franciscan University of Steubenville,Yes,553,452,228,22,49,1301,242,9650,4400,600,1000,57.0,69,14.9,8,6336,83,5.050594758659935,4.969634591349646,3.6586101330070067,4.337922600177787,3.6097386695616698,7.018891897579407,64.90579960818485,9.845917647123215,8.993154813797165,1810.795332056283,28587.693255152724,6.710527469549969,3.8339176338051995,1.8272810191190179,5.050594758659935,4.969634591349646,3.6586101330070067,4.337922600177787,3.6097386695616698,7.018891897579407,64.90579960818485,9.845917647123215,8.993154813797165,1810.795332056283,28587.693255152724,6.710527469549969,3.8339176338051995,1.8272810191190179,0.8173598553345389,Mid,1,1,-1.0438466575337597,-1.0114204776075368,-0.7654489825050901,-0.1160987382636973,-0.3776319521286488,-0.2025737123833309,-0.07163518577441223,0.4497726389260374,-0.3813083118461038,-1.0581997323364798,-0.870204749794732,0.25957157781628776,-1.310419180097965,-0.8047588735936383,0.4791001834075319,0.3581403891754813,0.6125530498969481
Franklin College,Yes,804,632,281,29,72,840,68,10390,4040,525,1345,54.0,78,12.5,37,11751,60,5.2819829884684335,5.18462823099279,3.746061596541333,4.843751032487945,3.5148532680858997,5.106335916009515,66.6462867664606,9.549427133265993,9.48973409770206,1626.4694472851354,39361.14463169006,5.958866657838342,9.56813346581784,1.8318243997637644,5.2819829884684335,5.18462823099279,3.746061596541333,4.843751032487945,3.5148532680858997,5.106335916009515,66.6462867664606,9.549427133265993,9.48973409770206,1626.4694472851354,39361.14463169006,5.958866657838342,9.56813346581784,1.8318243997637644,0.7860696517412935,Mid,1,1,-0.6693400355646157,-0.6514395696974287,-0.5199901291207311,0.32152095127645364,-0.8873436488593621,-0.941077072664818,0.1153692465304768,-0.04901447100702777,0.22871902789733387,-1.2126299455806546,-0.2828555413330692,-0.3544948895129964,1.1257980885897985,0.8003044557817608,0.2662550169041441,0.3581403891754813,0.6125530498969481
Franklin Pierce College,Yes,5187,4471,446,3,14,1818,1197,13320,4630,500,800,50.0,56,17.6,16,6418,51,6.345262044067587,6.344566897437887,3.929722477087508,1.594012467366829,3.676422843239128,9.759294849572251,72.83256797781567,9.442351022087843,8.626435575433408,1396.2317942061482,16606.132242389616,7.499616508461935,5.900711370401069,1.8273919394105318,6.345262044067587,6.344566897437887,3.929722477087508,1.594012467366829,3.676422843239128,9.759294849572251,72.83256797781567,9.442351022087843,8.626435575433408,1396.2317942061482,16606.132242389616,7.499616508461935,5.900711370401069,1.8273919394105318,0.861962598804704,Mid,1,1,1.0515990444073569,1.290737766153171,-0.004490589965154061,-2.490004639445861,-0.01941348246340344,0.8555897129355032,0.7800463747167723,-0.22914901677242944,-0.8318078970334455,-1.4055255332295136,-1.5234179245724684,0.9042148943004111,-0.4323290036172367,-0.7655734946185112,0.782501161036982,0.3581403891754813,0.6125530498969481
Freed-Hardeman University,Yes,895,548,314,20,54,1174,50,5500,3340,600,1600,68.0,76,16.1,13,6078,62,5.347133762787725,5.093761229297804,3.791400555689951,4.170730633321285,3.588268900542245,4.677094748887274,53.013030823942614,9.845917647123215,9.785696442692036,2572.256540860469,36780.940288277394,7.067858726213781,5.2034945525684675,1.8269170824179637,5.347133762787725,5.093761229297804,3.791400555689951,4.170730633321285,3.588268900542245,4.677094748887274,53.013030823942614,9.845917647123215,9.785696442692036,2572.256540860469,36780.940288277394,7.067858726213781,5.2034945525684675,1.8269170824179637,0.6122905027932961,Low,0,1,-0.5638921636949648,-0.8035853997951222,-0.3927326942363875,-0.26074560260699386,-0.492964682191471,-1.1068217867258,-1.3494386239990128,0.4497726389260374,0.5922966635947635,-0.4202393232555936,-0.42352364534226566,0.5514920012666231,-0.7285459060471434,-0.9333286542813591,-0.915841858318429,-1.0987972149572356,0.6125530498969481
Fresno Pacific College,Yes,346,274,146,51,87,704,63,9900,3670,630,1818,59.0,59,10.5,14,8095,54,4.751770245918616,4.6393491267783435,3.4626216004176213,5.978908263498306,3.473902019052004,4.998474400847244,65.50331261305479,9.955518251301774,10.00588627176054,1939.231936198742,19018.1657525989,5.287039952492017,5.444039108195632,1.8292669025087753,4.751770245918616,4.6393491267783435,3.4626216004176213,5.978908263498306,3.473902019052004,4.998474400847244,65.50331261305479,9.955518251301774,10.00588627176054,1939.231936198742,19018.1657525989,5.287039952492017,5.444039108195632,1.8292669025087753,0.791907514450867,Mid,1,1,-1.5275002941986298,-1.5644436349587898,-1.3155497874732165,1.3036072146864357,-1.107328286155114,-0.9827260974044782,-0.007436159806771041,0.6341541487893395,0.8627908626458604,-0.9505941608742655,-1.391918192175684,-0.9033411845194759,-0.6263490551654358,-0.10319568649835544,0.3059658758233021,0.3581403891754813,0.6125530498969481
Furman University,Yes,2161,1951,685,56,82,2371,175,13440,4048,600,1250,92.0,95,13.5,28,12940,82,5.863911466018187,5.872165043700521,4.089003231417057,6.180642261153285,3.7259788777464236,6.5089720094280725,73.06591799299694,9.845917647123215,9.365994585919545,4702.342075565505,65897.48921732574,6.278554485115751,8.179318836422599,1.8324058853518916,5.863911466018187,5.872165043700521,4.089003231417057,6.180642261153285,3.7259788777464236,6.5089720094280725,73.06591799299694,9.845917647123215,9.365994585919545,4702.342075565505,65897.48921732574,6.278554485115751,8.179318836422599,1.8324058853518916,0.9028227672373901,Mid,1,1,0.2725232067237808,0.49975786326366844,0.4425787870794126,1.4781382686650963,0.24679491249616933,-0.39947124348985197,0.805118370743759,0.4497726389260374,0.07671009872843897,1.3643692994630383,1.1638582779526243,-0.09332712383236806,0.5357515534995189,1.0057288450286639,1.060444042664282,0.3581403891754813,0.6125530498969481
Gannon University,Yes,2464,1908,678,24,57,2693,691,10970,4280,500,1380,47.0,51,13.3,18,7711,65,5.938030148828339,5.859087272548409,4.08531265092642,4.493818501377219,3.7487371672385374,8.773906220303415,67.9543169787261,9.442351022087843,9.533289468567643,1235.1859679309478,13027.027457305247,6.215398629296292,6.329553707860191,1.8288936703992347,5.938030148828339,5.859087272548409,4.08531265092642,4.493818501377219,3.7487371672385374,8.773906220303415,67.9543169787261,9.442351022087843,9.533289468567643,1235.1859679309478,13027.027457305247,6.215398629296292,6.329553707860191,1.8288936703992347,0.7743506493506493,Mid,1,1,0.3924858234351226,0.47786071346615816,0.43222006214853964,0.018775285270126344,0.3690494023470275,0.4750974183774781,0.2559088914909583,-0.22914901677242944,0.2822250195523527,-1.5404514625130847,-1.7185442855730702,-0.1449220622273889,-0.2501326687269887,-0.23504930370778102,0.18653891637903583,0.3581403891754813,0.6125530498969481
Gardner Webb University,Yes,1110,930,332,18,36,1603,374,8180,4270,500,500,65.0,58,15.2,12,5664,29,5.476427051051118,5.426324370230827,3.813872478568028,3.9902206092359616,3.65191120359596,7.727391371236656,61.16879498918182,9.442351022087843,7.873683591318896,2351.2286673140156,18191.521233243842,6.800922726023767,4.953607358725779,1.8262804144957219,5.476427051051118,5.426324370230827,3.813872478568028,3.9902206092359616,3.65191120359596,7.727391371236656,61.16879498918182,9.442351022087843,7.873683591318896,2351.2286673140156,18191.521233243842,6.800922726023767,4.953607358725779,1.8262804144957219,0.8378378378378378,Low,0,1,-0.35462831016671686,-0.24674854820631617,-0.3296584791224298,-0.41691464264756517,-0.15108673501702483,0.07100219707792249,-0.4731529010729984,-0.22914901677242944,-1.756532921293452,-0.6054188583331771,-1.436985365837391,0.3334196419182193,-0.8347120348951067,-1.1582475890753356,0.6183974424547377,-1.0987972149572356,0.6125530498969481
Geneva College,Yes,668,534,237,19,39,1306,258,9476,4820,500,1100,67.0,67,20.1,26,6786,74,5.168187848178469,5.077176672274237,3.6750189760031557,4.08228841706668,3.6105311272287923,7.12137506625326,64.48390292373456,9.442351022087843,9.15165023999676,2497.466346891243,26478.47386189595,8.187087962237431,7.840523349237043,1.8278640332330502,5.168187848178469,5.077176672274237,3.6750189760031557,4.08228841706668,3.6105311272287923,7.12137506625326,64.48390292373456,9.442351022087843,9.15165023999676,2497.466346891243,26478.47386189595,8.187087962237431,7.840523349237043,1.8278640332330502,0.7994011976047904,Mid,1,1,-0.8535198169725553,-0.831354239396796,-0.7193926259340215,-0.337261774390416,-0.37337497544083403,-0.1630014514052179,-0.11696533922702457,-0.22914901677242944,-0.18660316336359328,-0.48289935398096173,-0.9851956007117693,1.4658421075754382,0.3918121831278882,-0.5987944941785676,0.35694011234008743,0.3581403891754813,0.6125530498969481
George Fox College,Yes,809,726,294,27,52,1271,43,12500,4130,400,1050,53.0,53,13.5,22,7136,52,5.285763758209736,5.272126800142944,3.764620683605919,4.709852044651068,3.6049046591180502,4.471466100405743,71.19981316052976,8.96107520321098,9.07415018729466,1567.2469311353118,14394.04498133871,6.278554485115751,7.12024725786717,1.8282777857371384,5.285763758209736,5.272126800142944,3.764620683605919,4.709852044651068,3.6049046591180502,4.471466100405743,71.19981316052976,8.96107520321098,9.07415018729466,1567.2469311353118,14394.04498133871,6.278554485115751,7.12024725786717,1.8282777857371384,0.8974042027194067,Mid,1,1,-0.6632207817657936,-0.5049337734525298,-0.46789846539522173,0.20567765393688317,-0.40359961023947516,-1.1862220496917506,0.6046171069696272,-1.0388011424180428,-0.2818088082871408,-1.2622472080135945,-1.644016946781447,-0.09332712383236806,0.08579840488433134,-0.4526260298397896,1.0235853733493756,0.3581403891754813,0.6125530498969481
George Mason University,No,5653,4326,1727,17,29,9528,3822,10800,4840,580,1050,93.0,96,19.3,7,6751,46,6.390909082341396,6.326305169791322,4.398247580715081,3.894175451333956,3.9432161707425273,12.002087505031854,67.57573425547379,9.770163430874696,9.07415018729466,4805.090244554321,67728.00439442915,7.971127835179789,3.5140781476818708,1.8278208468256631,6.390909082341396,6.326305169791322,4.398247580715081,3.894175451333956,3.9432161707425273,12.002087505031854,67.57573425547379,9.770163430874696,9.07415018729466,4805.090244554321,67728.00439442915,7.971127835179789,3.5140781476818708,1.8278208468256631,0.7652573854590483,Mid,1,0,1.1254797172530269,1.2601607067149045,1.310566129160777,-0.5000085327852752,1.413764619996503,1.7216087620155722,0.21523255159059804,0.32233103515844,-0.2818088082871408,1.4504528230391855,1.263654675854437,1.2894142956687742,-1.4463049754933548,-0.6140511773060634,0.12468386128809128,0.3581403891754813,-1.6325116659989423
George Washington University,Yes,7875,5062,1492,38,71,5471,1470,17450,6328,700,950,92.0,93,7.6,15,14745,72,6.564127754295662,6.412956787302515,4.352246895151903,5.369882157677974,3.8644242968847493,10.139982740076121,80.18388346574356,10.194537490294326,8.90831952942552,4702.342075565505,62329.492559452454,4.214968138258781,5.67618042622164,1.8331467140602937,6.564127754295662,6.412956787302515,4.352246895151903,5.369882157677974,3.8644242968847493,10.139982740076121,80.18388346574356,10.194537490294326,8.90831952942552,4702.342075565505,62329.492559452454,4.214968138258781,5.67618042622164,1.8331467140602937,0.6427936507936508,High,2,1,1.405837710178003,1.4052483846356751,1.1814513599288121,0.7767056047201572,0.9905052029733703,1.0025863441791072,1.569899131157672,1.0362571162148249,-0.48552498885819567,1.3643692994630383,0.9693375120855497,-1.7791662128196926,-0.5277223720549751,1.2674451937523035,-0.7083504754111445,1.8150779933081982,0.6125530498969481
Georgetown College,Yes,727,693,286,30,55,1063,48,8100,3950,550,550,73.0,76,13.3,28,7508,55,5.220351221525442,5.242864454357053,3.753314615478136,4.908029058750458,3.56704501776051,4.621117227322525,60.953165395593885,9.65214536925229,8.024199890786795,2962.9344405957,36780.940288277394,6.215398629296292,8.179318836422599,1.8286845597339987,5.220351221525442,5.242864454357053,3.753314615478136,4.908029058750458,3.56704501776051,4.621117227322525,60.953165395593885,9.65214536925229,8.024199890786795,2962.9344405957,36780.940288277394,6.215398629296292,8.179318836422599,1.8286845597339987,0.953232462173315,Low,0,1,-0.7690923214216443,-0.5539300406028932,-0.49963234847473936,0.3771313679720627,-0.6069765442443952,-1.1284366247614759,-0.4963209489067974,0.12378880488361321,-1.5716298036474603,-0.09292516745590934,-0.42352364534226566,-0.1449220622273889,0.5357515534995189,-0.30892289845922927,1.4033456118422496,-1.0987972149572356,0.6125530498969481
Georgetown University,Yes,11115,2881,1390,71,93,5881,406,18300,7131,670,1700,91.0,92,7.2,27,19635,95,6.73976701685237,6.097634102345595,4.32959668639184,6.710733946385493,3.875239515295534,7.864099602596651,81.55050311252798,10.094777228773262,9.889943873748738,4600.715532505121,60591.59251052614,4.0555152379089465,8.01153343199436,1.8345990150109375,6.73976701685237,6.097634102345595,4.32959668639184,6.710733946385493,3.875239515295534,7.864099602596651,81.55050311252798,10.094777228773262,9.889943873748738,4600.715532505121,60591.59251052614,4.0555152379089465,8.01153343199436,1.8345990150109375,0.25919928025191186,High,2,1,1.6901134789139638,0.8772785963021507,1.1178767318269145,1.9367494180219447,1.0486031109859317,0.12378992680211287,1.7167338435015462,0.86843005192561,0.7203603688354095,1.279225486180553,0.8745903245365926,-1.9094306588272838,0.464466880638092,1.7805069821786468,-3.3176721892955356,1.8150779933081982,0.6125530498969481
Georgia Institute of Technology,No,7837,4527,2276,89,99,8528,654,6489,4438,795,1164,92.0,92,19.3,33,11271,70,6.561630529914473,6.35145064364728,4.482250845007564,7.2403557702711865,3.928226329764628,8.677778245536022,56.2761774610599,10.487555725396442,9.246223797687936,4702.342075565505,60591.59251052614,7.971127835179789,8.975326246182142,1.8315632167866145,6.561630529914473,6.35145064364728,4.482250845007564,7.2403557702711865,3.928226329764628,8.677778245536022,56.2761774610599,10.487555725396442,9.246223797687936,4702.342075565505,60591.59251052614,7.971127835179789,8.975326246182142,1.8315632167866145,0.5776445068265919,Low,0,0,1.4017959010156609,1.3022637685706993,1.5463465735404496,2.3949540647714773,1.3332411974284943,0.43797911540132045,-0.9988339777652226,1.5292027984994643,-0.0704234158824849,1.3643692994630383,0.8745903245365926,1.2894142956687742,0.8739402534841448,0.70803500894041,-1.1515141114002445,-1.0987972149572356,-1.6325116659989423
Georgia State University,No,3793,2341,1238,9,24,7732,9054,6744,2655,720,3450,87.0,89,19.0,10,7762,34,6.176732798492388,5.978341041799806,4.292012553296673,2.91344153033716,3.914672229109712,13.819592114432416,57.06377951952697,10.258991557025972,11.142041766366793,4205.420538622495,55559.757364651494,7.889197441801203,4.421054272265976,1.8289448758347817,6.176732798492388,5.978341041799806,4.292012553296673,2.91344153033716,3.914672229109712,13.819592114432416,57.06377951952697,10.258991557025972,11.142041766366793,4205.420538622495,55559.757364651494,7.889197441801203,4.421054272265976,1.8289448758347817,0.617189559715265,Low,0,0,0.7788309847890629,0.6775367606184168,1.0123855502943875,-1.348494791392716,1.2604303800105976,2.4234095324524483,-0.9142110748466477,1.1446884358218732,2.2585114180008894,0.9480430791331619,0.6002637149158834,1.2224815695707842,-1.060970526681064,-0.21695969746792432,-0.8825170324457351,-1.0987972149572356,-1.6325116659989423
Georgian Court College,Yes,348,281,127,12,52,1095,785,9150,3950,500,800,56.0,59,12.2,27,7348,76,4.75550398830147,4.65626140376531,3.398590301311324,3.3372059894156245,3.573431193119181,8.998474342088153,63.679543837964125,9.442351022087843,8.626435575433408,1748.2432357532678,19018.1657525989,5.860981033586721,8.01153343199436,1.8285134981204187,4.75550398830147,4.65626140376531,3.398590301311324,3.3372059894156245,3.573431193119181,8.998474342088153,63.679543837964125,9.442351022087843,8.626435575433408,1748.2432357532678,19018.1657525989,5.860981033586721,8.01153343199436,1.8285134981204187,0.8074712643678161,Mid,1,1,-1.5214571551493228,-1.536126067821917,-1.4952729004337388,-0.9818731086748947,-0.5726708636332515,0.5618108605712071,-0.2033886796628109,-0.22914901677242944,-0.8318078970334455,-1.1106065529137321,-1.391918192175684,-0.43446218134192693,0.464466880638092,-0.3693547100307329,0.41183507966591365,0.3581403891754813,0.6125530498969481
Gettysburg College,Yes,3596,2466,575,42,78,1944,46,19964,4328,500,500,94.0,95,12.1,32,14720,83,6.1476270092547365,6.008401569636715,4.025298571503179,5.572727488079942,3.6892003092820986,4.5630107904642045,84.10965610757037,9.442351022087843,7.873683591318896,4908.960288837765,65897.48921732574,5.828139320813687,8.821390068071972,1.8331374194513084,6.1476270092547365,6.008401569636715,4.025298571503179,5.572727488079942,3.6892003092820986,4.5630107904642045,84.10965610757037,9.442351022087843,7.873683591318896,4908.960288837765,65897.48921732574,5.828139320813687,8.821390068071972,1.8331374194513084,0.685761957730812,High,2,1,0.7317226646460717,0.7278694873025602,0.2637724853236595,0.9521981331052524,0.049225357604578794,-1.1508735098970577,1.9916987869334568,-0.22914901677242944,-1.756532921293452,1.5374762658306833,1.1638582779526243,-0.4612920948206636,0.808539510579746,1.2641616396744546,-0.41606741572587574,1.8150779933081982,0.6125530498969481
Goldey Beacom College,Yes,633,468,284,10,27,823,963,6120,2985,531,1830,75.0,25,27.6,4,6081,36,5.134853511310689,4.992175124275766,3.7504310780047967,3.0648578681207974,3.510193174196197,9.363547442874644,55.09962358029397,9.574462433771915,10.017283547908875,3127.017536070735,2083.7928331108246,10.062346038333203,2.3994070378288304,1.8269214506598574,5.134853511310689,4.992175124275766,3.7504310780047967,3.0648578681207974,3.510193174196197,9.363547442874644,55.09962358029397,9.574462433771915,10.017283547908875,3127.017536070735,2083.7928331108246,10.062346038333203,2.3994070378288304,1.8269214506598574,0.7393364928909952,Low,0,1,-0.9074721286621603,-0.9736790750200429,-0.5077258642752942,-1.2174962818199055,-0.9123770504838605,0.702778086773863,-1.125247315262475,-0.006897490523572179,0.8767919502353735,0.044545418704219096,-2.315149771585548,2.9978271255207716,-1.9198799308640517,-0.9317854631147502,-0.05163767264256884,-1.0987972149572356,0.6125530498969481
Gonzaga University,Yes,1886,1524,526,31,67,2523,296,13000,4450,600,2400,78.0,90,14.7,32,9553,69,5.7862701512901245,5.726079820724435,3.9922160217531295,4.970662962552278,3.73716305634779,7.343306904957955,72.20347194703729,9.845917647123215,10.4918640185218,3381.5199008967597,57206.93660181433,6.649854000037834,8.821390068071972,1.8304673523835426,5.7862701512901245,5.726079820724435,3.9922160217531295,4.970662962552278,3.73716305634779,7.343306904957955,72.20347194703729,9.845917647123215,10.4918640185218,3381.5199008967597,57206.93660181433,6.649854000037834,8.821390068071972,1.8304673523835426,0.8080593849416755,Mid,1,1,0.14685913760447178,0.25515578439998865,0.1709163523272022,0.4313193649006998,0.3068748253465929,-0.07730596838864585,0.7124539506407931,0.4497726389260374,1.4597946476206283,0.2577702434217395,0.6900649668386472,0.21000461555961872,0.808539510579746,0.32089338360194836,0.4158356487607785,0.3581403891754813,0.6125530498969481
Gordon College,Yes,674,565,282,25,54,1151,39,12200,4070,400,1200,73.0,82,14.2,32,9226,66,5.173713906700336,5.11330137148541,3.7475240401700054,4.568038251472815,3.584077630816303,4.340095410558931,70.58490085333895,8.96107520321098,9.297325805521908,2962.9344405957,44852.305090025206,6.496691212510575,8.821390068071972,1.8302237571186446,5.173713906700336,5.11330137148541,3.7475240401700054,4.568038251472815,3.584077630816303,4.340095410558931,70.58490085333895,8.96107520321098,9.297325805521908,2962.9344405957,44852.305090025206,6.496691212510575,8.821390068071972,1.8302237571186446,0.8382789317507419,Mid,1,1,-0.8445757772885099,-0.77086778946459,-0.5158853409133579,0.08298682799864276,-0.5154796230594985,-1.2369487718527052,0.538548635061208,-1.0388011424180428,-0.007646689375954711,-0.09292516745590934,0.01651265888576715,0.0848788535167615,0.808539510579746,0.23483723786619343,0.6213978929649402,0.3581403891754813,0.6125530498969481
Goshen College,Yes,440,396,221,26,51,910,166,9420,3730,600,1230,51.0,56,9.9,46,10270,72,4.906174114452205,4.883440166873126,3.6453232934594375,4.639999884647015,3.532898239692979,6.427325383330498,64.34703841374741,9.845917647123215,9.338837729249391,1452.1285394184367,16606.132242389616,5.075820123969052,10.790398173053111,1.830959035089986,4.906174114452205,4.883440166873126,3.6453232934594375,4.639999884647015,3.532898239692979,6.427325383330498,64.34703841374741,9.845917647123215,9.338837729249391,1452.1285394184367,16606.132242389616,5.075820123969052,10.790398173053111,1.830959035089986,0.9,Mid,1,1,-1.2775944486362185,-1.155742640957806,-0.8027424967430552,0.14524475095617614,-0.7904084728233444,-0.43099780182840153,-0.13167057268487378,0.4497726389260374,0.04334901104871166,-1.3586946375389468,-1.5234179245724684,-1.0758964274030898,1.6450848531462385,0.49459264930464975,1.0412427498106844,0.3581403891754813,0.6125530498969481
Goucher College,Yes,1151,813,248,40,64,850,80,15588,6174,500,1200,78.0,90,9.2,34,16623,77,5.498011246465429,5.3429300122758745,3.6941258026416595,5.473292195405891,3.517541154995303,5.33858713922954,77.02943044143993,9.442351022087843,9.297325805521908,3381.5199008967597,57206.93660181433,4.822936683771344,9.126868146634914,1.833782165002813,5.498011246465429,5.3429300122758745,3.6941258026416595,5.473292195405891,3.517541154995303,5.33858713922954,77.02943044143993,9.442351022087843,9.297325805521908,3381.5199008967597,57206.93660181433,4.822936683771344,9.126868146634914,1.833782165002813,0.7063423110338836,High,2,1,-0.3196938447480324,-0.386382338029277,-0.6657635662366962,0.8661712529818544,-0.8729046795774331,-0.8513969218978396,1.2309729321119214,-0.22914901677242944,-0.007646689375954711,0.2577702434217395,0.6900649668386472,-1.2824886008259322,0.9383237726310382,1.491934199892268,-0.27607380039393836,1.8150779933081982,0.6125530498969481
Grace College and Seminary,Yes,548,428,167,18,46,618,113,8958,3670,300,1000,53.0,59,15.3,26,9798,64,5.044901209486266,4.9341741459287585,3.5230975613421176,3.9902206092359616,3.442666613454021,5.844402200559573,63.196968275915815,8.360621760581918,8.993154813797165,1567.2469311353118,19018.1657525989,6.830893399583299,7.840523349237043,1.830641592505181,5.044901209486266,4.9341741459287585,3.5230975613421176,3.9902206092359616,3.442666613454021,5.844402200559573,63.196968275915815,8.360621760581918,8.993154813797165,1567.2469311353118,19018.1657525989,6.830893399583299,7.840523349237043,1.830641592505181,0.781021897810219,Mid,1,1,-1.0530617842919823,-1.0707947147184387,-1.1458058011988475,-0.41691464264756517,-1.2751207108884957,-0.6560844049974996,-0.25523839805686027,-2.0489462340837274,-0.3813083118461038,-1.2622472080135945,-1.391918192175684,0.3579040707316264,0.3918121831278882,0.38244808298008415,0.23191871024746238,0.3581403891754813,0.6125530498969481
Graceland College,Yes,555,414,242,14,41,996,2281,9100,3100,550,880,51.0,61,23.6,24,5609,47,5.05285674684043,4.912494170924005,3.6838278504413937,3.5777357214550345,3.5528811214821,10.977152470552346,63.55451873386457,9.65214536925229,8.782327060363757,1452.1285394184367,20740.590958343037,9.09292686357463,7.488071014907595,1.826190416887765,5.05285674684043,4.912494170924005,3.6838278504413937,3.5777357214550345,3.5528811214821,10.977152470552346,63.55451873386457,9.65214536925229,8.782327060363757,1452.1285394184367,20740.590958343037,9.09292686357463,7.488071014907595,1.826190416887765,0.745945945945946,Mid,1,1,-1.0401855830136242,-1.1070952169036825,-0.6946678685448215,-0.7737777547234982,-0.6830631022617506,1.3258462461324898,-0.2168218431910953,0.12378880488361321,-0.6403015838966934,-1.3586946375389468,-1.2980146652677276,2.205863784170408,0.24207061628816592,-1.1900415045664745,-0.00667822928883494,0.3581403891754813,0.6125530498969481
Grand Valley State University,No,5165,3887,1561,20,60,8234,2619,6108,3800,500,1000,64.0,66,20.6,9,5063,57,6.342999341803966,6.266741874755155,4.366577122237539,4.170730633321285,3.9234069596380996,11.247078330196551,55.06058870688506,9.442351022087843,8.993154813797165,2279.780490462643,25461.318422189914,8.320268241661891,4.135322577728063,1.8252165636648408,6.342999341803966,6.266741874755155,4.366577122237539,4.170730633321285,3.9234069596380996,11.247078330196551,55.06058870688506,9.442351022087843,8.993154813797165,2279.780490462643,25461.318422189914,8.320268241661891,4.135322577728063,1.8252165636648408,0.7525653436592449,Low,0,0,1.0479368141289551,1.160429156233566,1.2216734553291593,-0.26074560260699386,1.3073521851446246,1.430073864197028,-1.1294413676616653,-0.22914901677242944,-0.3813083118461038,-0.6652789110911722,-1.0406490873905974,1.5746432349321753,-1.18236541463741,-1.5340796159488135,0.03834886055545697,-1.0987972149572356,-1.6325116659989423
Green Mountain College,Yes,780,628,198,7,20,545,42,11750,2700,400,850,77.0,83,14.0,24,6475,76,5.263477262672937,5.1806016853688375,3.5979946121568647,2.569862268252232,3.411679252853344,4.439680050749519,69.64362195449068,8.96107520321098,8.725466682985342,3295.568346309384,46295.29542396985,6.434817764376509,7.488071014907595,1.8274677631880714,5.263477262672937,5.1806016853688375,3.5979946121568647,2.569862268252232,3.411679252853344,4.439680050749519,69.64362195449068,8.96107520321098,8.725466682985342,3295.568346309384,46295.29542396985,6.434817764376509,7.488071014907595,1.8274677631880714,0.8051282051282052,Mid,1,1,-0.699291934416578,-0.6581815344916332,-0.935584685715265,-1.6457438988012263,-1.4415806710438082,-1.1984957319825702,0.4374141191972288,-1.0388011424180428,-0.7101522318661437,0.18575910445405372,0.09518189874570733,0.03433157324728856,0.24207061628816592,-0.7387868407280448,0.3958969016832701,0.3581403891754813,0.6125530498969481
Greensboro College,Yes,608,494,176,10,31,649,314,8330,3770,550,1300,64.0,80,13.0,31,7949,39,5.109810025085745,5.027103471206351,3.546390703645799,3.0648578681207974,3.4545044981992703,7.4394964331601745,61.56939571636017,9.65214536925229,9.432165418805424,2279.780490462643,42051.00625139571,6.119944455137463,8.66494745865426,1.8291282761499985,5.109810025085745,5.027103471206351,3.546390703645799,3.0648578681207974,3.4545044981992703,7.4394964331601745,61.56939571636017,9.65214536925229,9.432165418805424,2279.780490462643,42051.00625139571,6.119944455137463,8.66494745865426,1.8291282761499985,0.8125,Low,0,1,-0.948005527600371,-0.9151957726268133,-1.0804265865978688,-1.2174962818199055,-1.2115291759910594,-0.0401638975233941,-0.4301108647036361,0.12378880488361321,0.1579982604829097,-0.6652789110911722,-0.13620911968157937,-0.2229029900664657,0.7420738947418721,-0.1521689296305995,0.4460420182607379,-1.0987972149572356,0.6125530498969481
